year,state,district,rainfall_mm,temperature_C,humidity_pct,soil_N_kg_ha,soil_P_kg_ha,soil_K_kg_ha,soil_pH,crop,yield_kg_ha
2020,Odisha,Odisha_D131,729.7,31.55,78.0,117.6,7.9,11.0,6.85,Oilseeds,2717.5
2022,Assam,Assam_D113,1344.6,24.28,61.8,0.0,0.0,55.5,7.31,Groundnut,3144.0
2023,West Bengal,West_D109,439.4,27.44,99.0,83.6,44.6,21.9,7.01,Wheat,4406.7
2020,Andhra Pradesh,Andhra_D121,759.4,24.02,56.8,100.1,48.2,0.0,6.42,Jute,3366.8
2022,Madhya Pradesh,Madhya_D84,882.6,27.09,71.4,133.5,2.5,29.3,6.67,Jute,
2021,Haryana,Haryana_D78,986.6,24.46,89.7,124.9,21.7,44.0,6.42,Wheat,5477.6
2022,Andhra Pradesh,Andhra_D129,766.9,24.76,69.9,113.8,32.3,117.0,4.69,Wheat,4082.4
2022,Kerala,Kerala_D31,1398.7,21.71,66.8,108.5,25.5,,5.94,Sugarcane,75070.2
2024,Uttar Pradesh,Uttar_D62,1404.9,14.98,,159.5,8.3,31.1,5.57,Wheat,4294.9
2024,Chhattisgarh,Chhattisgarh_D144,830.1,25.47,74.1,186.4,49.8,52.5,7.71,Millets,3171.2
2021,Karnataka,Karnataka_D101,691.8,28.36,59.3,57.3,32.7,68.5,4.82,Sugarcane,76868.3
2021,Andhra Pradesh,Andhra_D97,659.8,27.82,82.3,119.4,38.2,34.0,5.98,Sugarcane,72777.7
2022,Telangana,Telangana_D99,1313.8,21.01,59.3,21.4,,58.3,6.88,Maize,4128.9
2023,Kerala,Kerala_D122,634.0,17.97,50.9,129.9,68.0,33.9,7.3,Wheat,3879.7
2021,Telangana,Telangana_D91,315.4,26.68,74.8,62.4,23.1,73.7,4.91,Oilseeds,2608.2
2022,Telangana,Telangana_D80,375.1,22.36,58.9,,56.7,65.8,7.67,Maize,3368.2
2020,Jharkhand,Jharkhand_D134,1166.8,25.2,72.5,,42.3,76.8,6.82,Millets,3847.7
2024,Odisha,Odisha_D82,,22.32,77.9,52.4,15.2,62.6,6.49,Cotton,2239.7
2023,Andhra Pradesh,Andhra_D136,,20.78,74.9,47.6,31.3,42.5,5.73,Oilseeds,3027.0
2022,Bihar,Bihar_D21,940.9,31.68,99.0,120.5,50.9,79.9,6.93,Groundnut,3285.8
2020,Punjab,Punjab_D55,227.2,28.84,94.2,84.1,32.2,0.0,5.98,Millets,2663.3
2024,Telangana,Telangana_D43,972.9,26.9,80.6,100.8,45.7,,6.42,Wheat,5177.1
2020,Telangana,Telangana_D72,770.2,30.55,79.8,41.3,22.6,87.2,6.38,Oilseeds,2838.0
2022,Karnataka,Karnataka_D37,150.0,27.07,84.5,88.8,1.7,64.5,7.02,Wheat,3859.4
2021,Chhattisgarh,Chhattisgarh_D112,978.1,25.49,72.4,107.8,5.4,8.0,6.26,Wheat,4791.0
2024,Jharkhand,Jharkhand_D144,1058.3,33.63,71.1,186.1,24.1,62.2,7.7,Pulses,
2020,Odisha,Odisha_D114,973.9,33.89,71.7,18.6,47.5,87.3,7.45,Millets,2609.1
2021,Karnataka,Karnataka_D126,1101.7,22.96,65.4,88.2,39.6,111.0,6.66,Pulses,3090.4
2023,Uttar Pradesh,Uttar_D65,1003.2,28.09,99.0,45.2,43.1,26.8,6.18,Cotton,2325.1
2022,Jharkhand,Jharkhand_D31,1192.1,27.57,57.4,83.5,15.8,1.2,6.44,Rice,3876.5
2022,Andhra Pradesh,Andhra_D143,521.7,30.45,87.0,99.6,21.6,66.1,6.59,Maize,4597.6
2024,Telangana,Telangana_D112,341.3,,84.8,137.1,12.2,46.1,6.16,Pulses,2786.6
2020,Assam,Assam_D90,435.5,32.1,83.0,69.1,17.5,2.5,7.18,Cotton,
2023,Madhya Pradesh,Madhya_D46,575.1,23.3,73.5,118.7,59.9,16.5,6.32,Groundnut,3378.8
2024,Gujarat,Gujarat_D7,1708.8,26.46,59.3,139.9,40.3,46.4,5.32,Pulses,3010.4
2024,Haryana,Haryana_D94,,22.45,79.5,35.0,22.0,15.8,5.98,Pulses,
2020,Haryana,Haryana_D120,691.3,24.86,79.5,2.4,12.9,16.4,5.54,Maize,4263.7
2023,Chhattisgarh,Chhattisgarh_D89,806.3,22.86,99.0,19.3,12.9,59.1,5.68,Jute,3433.0
2020,West Bengal,West_D109,757.3,23.18,82.6,34.6,23.6,51.1,6.1,Maize,4002.5
2022,Jharkhand,Jharkhand_D55,1626.1,30.09,77.2,76.0,46.4,42.8,5.51,Sugarcane,79908.5
2021,West Bengal,West_D144,209.8,26.82,73.2,100.1,6.4,66.0,7.87,Groundnut,2651.1
2022,Andhra Pradesh,Andhra_D49,1774.1,34.98,67.0,22.1,57.5,88.9,6.03,Jute,2894.4
2022,Uttar Pradesh,Uttar_D98,957.9,26.13,76.9,144.7,60.7,45.5,5.12,Sugarcane,85279.1
2024,Jharkhand,Jharkhand_D96,1284.6,23.86,82.2,157.8,34.7,0.0,7.28,Sugarcane,85589.8
2022,Haryana,Haryana_D46,908.1,24.9,61.6,,34.6,34.8,6.74,Millets,3464.0
2023,Haryana,Haryana_D3,1226.1,26.38,,18.6,,,5.78,Wheat,4776.3
2022,Gujarat,Gujarat_D51,522.3,28.25,59.7,120.9,1.6,79.7,5.19,Oilseeds,2764.3
2023,West Bengal,West_D114,358.0,,,85.9,0.0,40.7,7.27,Rice,3064.4
2020,Odisha,Odisha_D93,1937.2,21.85,89.7,40.9,34.5,21.6,6.79,Pulses,3013.5
2024,Tamil Nadu,Tamil_D135,1665.4,30.73,32.3,,6.5,22.8,5.59,Rice,3610.7
2023,Andhra Pradesh,Andhra_D50,478.5,31.88,68.0,47.5,16.1,52.3,5.87,Maize,3975.6
2022,Chhattisgarh,Chhattisgarh_D2,1186.6,25.3,99.0,125.4,30.8,0.0,7.63,Oilseeds,3171.2
2024,Punjab,Punjab_D80,1363.2,32.94,84.0,60.9,0.0,75.5,6.68,Maize,
2024,Madhya Pradesh,Madhya_D85,1164.1,24.98,78.7,119.7,42.1,55.1,6.15,Pulses,3304.1
2023,Telangana,Telangana_D25,816.7,31.17,54.9,50.1,33.2,4.8,5.7,Pulses,2399.4
2023,Tamil Nadu,Tamil_D95,1709.8,23.2,,120.2,58.0,22.0,6.71,Rice,3951.2
2021,Karnataka,Karnataka_D65,1175.1,36.49,71.8,50.1,0.0,3.7,6.72,Rice,3026.1
2021,Assam,Assam_D129,528.8,19.97,84.3,151.7,27.8,30.3,6.08,Sugarcane,
2024,Bihar,Bihar_D4,745.2,22.6,99.0,91.7,13.8,32.3,5.75,Groundnut,3563.6
2021,Andhra Pradesh,Andhra_D70,472.0,35.79,53.1,17.3,51.3,35.9,5.77,Maize,3390.6
2022,Telangana,Telangana_D9,857.0,,94.5,69.0,43.8,,6.22,Wheat,4768.6
2020,Odisha,Odisha_D71,844.1,26.01,68.4,73.8,47.7,35.1,5.86,Jute,3452.1
2024,West Bengal,West_D123,1202.1,24.89,91.4,14.4,36.5,7.7,7.44,Oilseeds,2828.9
2020,Tamil Nadu,Tamil_D102,1196.3,27.12,63.9,127.9,24.6,,5.8,Jute,3779.2
2021,Odisha,Odisha_D12,1055.3,,58.0,111.2,38.3,,,Pulses,2879.5
2023,Jharkhand,Jharkhand_D65,1044.6,26.04,84.0,9.1,20.2,17.0,5.34,Jute,3439.8
2024,Gujarat,Gujarat_D71,1317.3,29.96,47.8,,53.1,32.4,7.32,Cotton,2234.7
2021,Assam,Assam_D15,809.7,32.65,61.2,29.7,11.3,62.6,5.37,Millets,2655.1
2022,West Bengal,West_D147,150.0,24.68,61.2,68.1,32.9,36.0,6.24,Sugarcane,78986.1
2024,Kerala,Kerala_D8,1744.4,,62.5,52.1,34.0,73.3,6.13,Maize,4445.4
2024,Gujarat,Gujarat_D121,535.7,24.3,81.9,64.3,26.7,48.7,6.99,Maize,3951.2
2023,West Bengal,West_D117,1178.2,28.2,80.5,,30.3,54.0,6.34,Cotton,2456.6
2024,Odisha,Odisha_D126,763.8,27.65,70.9,129.2,37.1,19.8,6.84,Millets,3208.6
2023,Tamil Nadu,Tamil_D45,1459.2,30.53,60.9,114.1,20.9,0.0,5.79,Maize,4442.6
2021,Madhya Pradesh,Madhya_D122,515.3,34.45,70.0,99.6,42.2,11.0,6.08,Sugarcane,71601.7
2022,West Bengal,West_D140,615.7,27.85,53.2,51.7,13.9,63.1,4.16,Oilseeds,2282.2
2022,Bihar,Bihar_D27,700.9,25.37,53.1,101.9,7.2,60.7,6.27,Maize,4529.5
2024,Odisha,Odisha_D10,1121.7,24.09,61.4,80.0,0.4,94.7,7.0,Oilseeds,3271.6
2024,Karnataka,Karnataka_D95,989.2,26.25,50.3,,7.2,,5.49,Cotton,2459.2
2021,Chhattisgarh,Chhattisgarh_D8,1126.1,30.41,74.0,100.8,36.8,7.5,6.62,Maize,4561.4
2023,Karnataka,Karnataka_D40,950.7,24.58,,90.7,27.8,92.4,6.27,Cotton,2713.5
2022,Madhya Pradesh,Madhya_D46,1272.8,29.39,72.1,141.4,34.9,,6.45,Oilseeds,3095.8
2023,Haryana,Haryana_D34,1279.5,22.66,,114.0,27.0,0.0,6.96,Oilseeds,3163.8
2021,Assam,Assam_D22,1505.8,26.93,,135.9,0.0,23.3,6.07,Wheat,4926.7
2022,Andhra Pradesh,Andhra_D108,1037.5,20.8,85.7,55.2,38.1,1.1,6.71,Jute,3850.7
2022,Andhra Pradesh,Andhra_D31,1035.6,24.73,89.5,161.0,18.5,67.1,5.79,Jute,4121.9
2020,Uttar Pradesh,Uttar_D15,1606.8,32.91,53.8,70.9,27.7,68.9,7.19,Wheat,4130.0
2021,Tamil Nadu,Tamil_D114,1379.0,28.04,78.6,135.7,69.0,12.4,5.31,Millets,3683.3
2021,Telangana,Telangana_D16,1107.5,26.47,59.6,112.0,6.7,41.1,6.48,Oilseeds,3374.5
2020,Jharkhand,Jharkhand_D81,342.2,28.08,89.7,97.8,35.7,,6.56,Pulses,2719.8
2023,Punjab,Punjab_D25,226.5,29.06,90.5,86.1,57.3,105.8,6.66,Oilseeds,2899.4
2020,Jharkhand,Jharkhand_D140,,28.3,34.6,177.0,37.7,81.3,7.71,Groundnut,2996.1
2021,Karnataka,Karnataka_D72,1161.6,27.91,57.8,162.9,26.3,41.5,6.36,Groundnut,3559.2
2023,Haryana,Haryana_D50,610.9,23.01,78.2,,50.6,95.2,5.97,Millets,3563.7
2022,Jharkhand,Jharkhand_D5,1041.6,21.08,38.5,91.1,45.1,57.1,4.91,Jute,3364.8
2020,West Bengal,West_D86,534.7,29.91,94.0,46.9,77.1,24.0,5.92,Pulses,2706.1
2023,Telangana,Telangana_D82,1128.9,21.77,77.8,36.6,0.0,0.0,5.42,Pulses,2686.6
2023,Telangana,Telangana_D44,1139.3,28.46,48.5,65.1,45.8,65.9,6.19,Rice,3715.6
2023,Karnataka,Karnataka_D94,1136.7,31.03,86.7,79.8,17.5,9.6,6.7,Wheat,4682.5
2020,Karnataka,Karnataka_D133,1034.2,22.88,86.8,119.5,52.4,23.6,6.77,Pulses,3083.3
2022,Haryana,Haryana_D4,782.4,24.37,80.4,171.9,8.1,30.9,6.69,Groundnut,3731.8
2023,Bihar,Bihar_D104,815.3,26.39,78.2,0.0,75.4,61.8,7.15,Oilseeds,2954.4
2020,Andhra Pradesh,Andhra_D107,1363.6,23.45,84.3,26.0,5.5,29.3,6.14,Jute,3709.2
2021,Madhya Pradesh,Madhya_D16,1066.0,23.39,54.9,101.7,1.5,0.0,6.79,Cotton,
2020,Andhra Pradesh,Andhra_D17,1095.2,24.87,74.0,13.2,0.0,40.3,7.46,Maize,4255.2
2020,Kerala,Kerala_D50,934.6,23.92,59.1,136.8,1.5,45.9,6.43,Oilseeds,3101.9
2020,Jharkhand,Jharkhand_D129,1160.6,28.95,87.9,122.8,40.8,42.5,4.74,Cotton,2393.9
2023,Bihar,Bihar_D38,1283.6,27.31,70.5,113.8,64.8,30.7,5.5,Oilseeds,3368.6
2020,Kerala,Kerala_D69,648.8,21.21,37.0,19.3,4.1,16.0,6.61,Jute,2895.7
2021,Chhattisgarh,Chhattisgarh_D22,1137.1,33.91,47.9,34.4,30.8,42.8,4.78,Maize,3553.4
2023,Assam,Assam_D45,809.6,25.81,,130.8,0.0,19.7,6.68,Cotton,2425.7
2021,Bihar,Bihar_D114,1025.5,,61.9,0.0,0.0,39.0,5.96,Wheat,4580.3
2024,Uttar Pradesh,Uttar_D12,1234.1,24.91,,95.6,19.4,0.0,7.22,Jute,3649.7
2020,Punjab,Punjab_D71,319.3,26.96,,49.8,65.0,65.1,,Pulses,2307.7
2023,Madhya Pradesh,Madhya_D51,466.5,23.37,57.5,25.8,0.0,34.9,6.46,Rice,2989.2
2023,West Bengal,West_D130,636.2,21.59,75.6,71.3,39.8,0.0,5.5,Wheat,4424.7
2020,Jharkhand,Jharkhand_D105,607.9,25.67,81.3,203.1,1.5,93.8,5.63,Sugarcane,79210.8
2022,Gujarat,Gujarat_D45,835.1,32.74,74.0,95.6,,53.7,5.56,Groundnut,2990.5
2022,Jharkhand,Jharkhand_D1,1577.0,29.25,80.0,113.1,23.1,2.3,5.92,Millets,3492.7
2021,West Bengal,West_D80,1371.4,31.87,70.9,67.3,34.8,22.9,6.83,Pulses,2607.5
2020,Bihar,Bihar_D71,667.8,24.7,46.8,126.8,0.0,0.0,7.33,Jute,3218.3
2020,Bihar,Bihar_D144,1247.6,23.73,92.5,137.2,35.9,,6.59,Oilseeds,
2024,Chhattisgarh,Chhattisgarh_D90,882.7,24.94,91.5,80.1,38.3,38.6,6.53,Oilseeds,3337.2
2022,Tamil Nadu,Tamil_D31,1037.5,29.06,79.3,49.8,9.7,40.7,6.37,Millets,3193.6
2022,Bihar,Bihar_D88,507.7,31.08,51.5,99.5,12.8,19.1,6.17,Oilseeds,2523.1
2020,Bihar,Bihar_D120,371.7,25.89,47.9,120.6,8.5,30.7,6.16,Oilseeds,2729.9
2021,Telangana,Telangana_D146,1192.9,,59.0,103.7,56.5,52.3,7.24,Jute,3479.3
2020,Odisha,Odisha_D23,913.1,30.9,99.0,62.5,39.0,44.3,6.35,Millets,3212.2
2021,Uttar Pradesh,Uttar_D145,1109.0,31.44,75.6,112.0,20.6,95.3,6.18,Millets,3282.3
2022,Uttar Pradesh,Uttar_D119,1537.5,29.05,70.3,69.9,28.0,0.0,7.1,Jute,3475.0
2024,Haryana,Haryana_D23,804.5,32.72,71.9,147.0,56.5,36.4,6.4,Oilseeds,2997.8
2023,Haryana,Haryana_D30,808.1,19.34,64.2,82.9,,78.1,4.63,Millets,2948.6
2022,Bihar,Bihar_D24,1607.5,,69.1,11.4,59.1,116.7,6.64,Cotton,2506.1
2021,Madhya Pradesh,Madhya_D47,906.8,27.08,71.4,116.8,37.6,11.6,6.28,Jute,3727.7
2020,Madhya Pradesh,Madhya_D23,578.7,22.77,61.4,93.4,31.4,49.8,6.36,Sugarcane,76753.7
2022,Madhya Pradesh,Madhya_D48,1194.3,,,69.8,0.0,43.1,7.28,Jute,
2024,Andhra Pradesh,Andhra_D82,804.9,22.3,71.6,78.5,45.0,0.0,6.86,Millets,3437.6
2021,Madhya Pradesh,Madhya_D6,570.9,32.38,58.5,22.5,63.3,,5.62,Rice,3220.7
2020,Punjab,Punjab_D44,935.9,23.6,86.2,39.3,20.4,,6.75,Oilseeds,3320.0
2023,Bihar,Bihar_D3,1230.7,32.6,77.4,52.6,58.3,0.7,7.56,Rice,3322.7
2021,Gujarat,Gujarat_D56,436.3,23.7,68.4,112.8,22.3,76.6,8.0,Jute,3061.0
2020,Odisha,Odisha_D96,,17.55,59.2,107.3,45.8,,5.26,Rice,2607.7
2023,Kerala,Kerala_D118,868.0,27.56,80.2,22.5,38.4,31.5,5.63,Rice,3524.5
2020,Assam,Assam_D21,460.0,29.72,80.8,70.9,19.7,64.1,5.66,Jute,3329.9
2023,Gujarat,Gujarat_D64,,22.85,63.2,87.3,22.7,83.2,7.75,Groundnut,2866.6
2023,Odisha,Odisha_D79,902.4,33.34,75.4,118.5,17.4,138.6,6.92,Groundnut,2887.1
2023,Telangana,Telangana_D49,1342.4,32.47,57.1,0.0,9.2,26.5,6.12,Oilseeds,2331.2
2020,Andhra Pradesh,Andhra_D34,1215.2,26.29,72.5,16.5,35.8,46.2,6.27,Oilseeds,
2023,Gujarat,Gujarat_D80,857.2,28.27,,49.9,17.6,25.7,6.11,Cotton,2347.5
2021,West Bengal,West_D14,1413.0,27.06,62.7,0.0,37.2,55.0,5.79,Cotton,2278.0
2024,Uttar Pradesh,Uttar_D98,1594.0,29.62,82.9,138.1,55.2,110.2,5.95,Oilseeds,3416.6
2024,Assam,Assam_D74,1096.5,30.41,87.7,92.0,31.4,12.9,6.8,Wheat,4694.4
2023,Kerala,Kerala_D46,753.5,20.37,49.1,111.9,21.1,16.9,5.98,Maize,3758.8
2024,West Bengal,West_D72,1525.0,33.71,67.7,52.5,49.2,38.6,6.68,Wheat,4070.9
2024,Bihar,Bihar_D36,1507.4,,80.2,92.4,17.5,13.8,6.68,Oilseeds,3148.4
2023,Madhya Pradesh,Madhya_D145,1001.4,22.82,54.3,91.7,35.6,,5.6,Millets,3327.2
2023,Telangana,Telangana_D81,1389.1,32.81,64.0,63.2,0.0,53.4,5.64,Sugarcane,79462.9
2021,Karnataka,Karnataka_D106,,34.64,78.2,127.3,47.4,39.7,6.36,Rice,3062.4
2022,Bihar,Bihar_D58,150.0,20.14,61.9,101.2,44.5,96.0,6.38,Oilseeds,2603.7
2020,Andhra Pradesh,Andhra_D49,511.5,29.75,50.1,89.5,0.0,0.5,5.56,Maize,3872.8
2023,Punjab,Punjab_D70,982.6,30.68,65.0,68.6,12.2,,7.47,Sugarcane,77823.1
2023,West Bengal,West_D52,870.3,28.46,66.8,48.0,7.7,,,Oilseeds,3048.1
2024,West Bengal,West_D46,1284.7,31.68,93.4,82.0,25.3,38.8,5.88,Wheat,
2021,Chhattisgarh,Chhattisgarh_D76,305.7,27.8,99.0,99.7,1.3,18.1,5.19,Cotton,2085.6
2024,Madhya Pradesh,Madhya_D67,313.6,28.98,,76.9,32.0,64.8,7.27,Groundnut,2998.2
2023,Gujarat,Gujarat_D113,1204.9,19.4,,145.5,66.7,40.1,,Maize,3918.7
2023,Tamil Nadu,Tamil_D68,325.6,24.37,53.3,63.0,,8.5,6.41,Groundnut,3104.0
2024,Telangana,Telangana_D24,,32.06,49.1,112.8,53.8,,6.96,Millets,3007.1
2023,Andhra Pradesh,Andhra_D126,909.8,24.22,87.4,25.7,31.2,26.5,6.37,Wheat,4872.8
2022,Tamil Nadu,Tamil_D91,639.8,26.77,47.9,,1.3,46.6,5.4,Cotton,2179.7
2020,Tamil Nadu,Tamil_D149,1131.1,,79.9,16.3,27.0,54.7,5.73,Maize,4442.0
2020,Chhattisgarh,Chhattisgarh_D94,150.0,24.34,99.0,56.8,0.0,16.3,4.48,Maize,3381.1
2020,Assam,Assam_D90,1632.8,28.35,54.7,137.5,33.6,47.6,,Cotton,2512.9
2022,Assam,Assam_D134,767.9,26.45,41.3,31.6,24.8,0.0,6.43,Cotton,2139.4
2023,Odisha,Odisha_D116,831.9,19.73,,147.0,66.5,0.0,5.63,Maize,4128.4
2024,Karnataka,Karnataka_D44,1977.4,23.98,89.3,62.5,43.1,55.7,6.68,Maize,4624.1
2021,Odisha,Odisha_D10,356.0,,55.1,28.8,26.2,41.6,5.94,Jute,2576.5
2023,Jharkhand,Jharkhand_D150,482.0,31.28,84.4,77.0,,66.9,6.23,Sugarcane,76614.2
2022,Tamil Nadu,Tamil_D99,1461.8,27.13,88.7,73.9,,0.0,5.38,Jute,3703.6
2022,Andhra Pradesh,Andhra_D40,277.4,28.34,75.7,83.4,0.0,68.6,6.29,Wheat,4264.1
2020,Andhra Pradesh,Andhra_D138,1098.1,24.41,64.0,17.4,32.1,30.9,6.52,Jute,3762.2
2023,Jharkhand,Jharkhand_D146,657.5,32.54,82.1,76.2,22.8,27.9,6.93,Rice,
2020,Uttar Pradesh,Uttar_D54,253.5,25.95,,11.9,24.7,95.1,5.98,Millets,2858.7
2021,Andhra Pradesh,Andhra_D112,,22.07,69.3,59.4,15.7,33.1,5.56,Groundnut,3473.1
2020,Karnataka,Karnataka_D89,1122.5,20.19,64.5,46.7,63.2,,5.97,Maize,3972.6
2021,Uttar Pradesh,Uttar_D74,900.6,,74.2,,31.0,27.8,5.74,Wheat,4484.9
2022,Punjab,Punjab_D54,1727.6,23.83,72.6,113.8,52.2,7.4,4.76,Oilseeds,3164.9
2020,Gujarat,Gujarat_D88,591.4,,69.6,141.7,20.7,41.8,6.13,Wheat,3657.4
2020,Punjab,Punjab_D129,1246.6,37.69,66.4,93.2,20.3,94.2,6.0,Pulses,2030.4
2024,Uttar Pradesh,Uttar_D142,1030.9,31.27,78.9,34.5,58.0,0.0,7.34,Cotton,2100.9
2022,Kerala,Kerala_D69,1288.6,20.03,59.1,72.6,45.8,68.2,,Sugarcane,
2024,Kerala,Kerala_D24,698.4,22.54,57.8,133.3,18.7,39.2,5.61,Sugarcane,77414.5
2021,Kerala,Kerala_D132,346.1,22.56,87.0,109.9,49.7,8.5,5.16,Jute,
2021,Madhya Pradesh,Madhya_D54,627.2,25.86,,184.5,7.3,51.5,6.17,Maize,4625.4
2022,Bihar,Bihar_D67,874.5,23.64,59.6,19.0,51.9,42.0,5.22,Wheat,4459.7
2021,Kerala,Kerala_D56,1172.4,29.49,58.7,36.3,42.6,28.3,6.8,Jute,3402.5
2022,Kerala,Kerala_D120,906.9,25.86,59.5,116.3,28.3,51.9,5.41,Millets,3405.3
2021,West Bengal,West_D67,986.0,30.5,42.3,90.2,36.0,43.0,6.79,Cotton,2295.0
2023,Assam,Assam_D9,1590.2,29.38,84.2,34.5,9.0,55.2,7.66,Millets,3062.4
2020,Punjab,Punjab_D30,890.3,32.24,75.4,47.6,22.7,45.6,,Oilseeds,2502.9
2023,Kerala,Kerala_D133,687.1,24.08,56.5,88.5,57.3,0.0,6.62,Rice,3465.9
2022,Andhra Pradesh,Andhra_D48,1076.1,30.81,80.6,92.5,54.1,,6.24,Sugarcane,76930.1
2022,Bihar,Bihar_D122,213.7,23.99,83.3,102.7,9.7,27.0,5.81,Maize,3990.7
2023,Karnataka,Karnataka_D36,212.8,26.78,69.2,160.6,37.6,22.3,6.6,Jute,
2020,Punjab,Punjab_D120,846.4,23.66,76.8,165.3,0.0,44.7,7.59,Millets,3106.5
2020,Jharkhand,Jharkhand_D83,526.8,28.42,76.5,33.9,58.9,13.8,4.77,Maize,3711.2
2024,West Bengal,West_D96,656.7,32.3,69.8,107.0,36.1,25.6,5.48,Cotton,2286.1
2021,Tamil Nadu,Tamil_D145,1273.9,31.68,70.4,55.9,20.8,57.4,6.05,Oilseeds,2905.4
2024,Uttar Pradesh,Uttar_D97,1110.5,28.44,75.5,147.5,0.0,0.0,6.19,Groundnut,3368.3
2020,Madhya Pradesh,Madhya_D9,869.2,26.44,,57.8,27.2,48.5,7.82,Groundnut,3033.8
2023,Jharkhand,Jharkhand_D83,933.2,26.93,63.4,26.3,73.0,0.0,6.39,Rice,3466.2
2021,Gujarat,Gujarat_D27,730.2,33.11,61.7,127.8,23.9,29.1,6.49,Cotton,2090.6
2023,Jharkhand,Jharkhand_D92,1239.7,23.63,94.0,139.9,35.7,34.7,,Sugarcane,72770.8
2024,Haryana,Haryana_D3,,28.86,64.4,43.7,24.5,15.3,5.82,Jute,3474.3
2022,Tamil Nadu,Tamil_D41,1296.4,31.5,50.8,126.3,19.2,65.0,7.82,Maize,3919.6
2023,Odisha,Odisha_D108,1278.0,26.96,87.7,33.6,37.9,95.4,5.11,Oilseeds,3096.1
2024,Odisha,Odisha_D122,921.6,30.71,69.4,50.1,60.4,0.0,5.22,Oilseeds,2731.4
2024,Odisha,Odisha_D86,620.7,35.87,68.9,0.0,38.7,70.4,7.85,Groundnut,1970.1
2024,Jharkhand,Jharkhand_D87,,26.63,69.2,121.2,30.9,71.9,6.11,Pulses,3116.2
2022,Chhattisgarh,Chhattisgarh_D26,946.6,25.98,88.8,96.7,20.6,40.4,6.97,Wheat,4903.2
2022,Gujarat,Gujarat_D48,630.4,27.88,55.4,59.8,32.8,39.0,5.84,Sugarcane,70237.4
2022,Chhattisgarh,Chhattisgarh_D92,1551.9,,86.5,65.0,19.6,25.1,7.14,Oilseeds,3147.7
2021,Odisha,Odisha_D79,1553.9,32.33,75.0,88.2,24.9,41.9,5.65,Maize,4451.2
2022,Haryana,Haryana_D42,,32.03,83.8,86.8,48.6,71.7,5.39,Maize,4506.8
2022,Odisha,Odisha_D120,1312.4,28.32,63.2,100.7,37.7,18.6,5.58,Millets,3483.3
2022,Odisha,Odisha_D140,1124.0,19.13,99.0,32.1,29.0,17.6,7.38,Pulses,2756.9
2023,West Bengal,West_D48,701.4,21.2,68.3,108.4,0.0,76.0,6.51,Oilseeds,3083.8
2022,Punjab,Punjab_D6,1064.8,30.88,69.1,82.7,22.7,56.9,5.37,Jute,3272.4
2021,Kerala,Kerala_D113,590.3,24.48,56.3,12.7,66.1,40.8,6.49,Pulses,2462.2
2024,Bihar,Bihar_D117,548.0,31.17,68.1,165.9,48.5,75.3,5.51,Millets,3186.5
2023,Jharkhand,Jharkhand_D148,1090.8,30.3,57.1,35.7,50.7,23.4,6.57,Pulses,2652.5
2020,Punjab,Punjab_D112,1095.5,26.26,99.0,35.9,14.1,61.8,6.33,Groundnut,3858.5
2022,Karnataka,Karnataka_D103,1977.6,23.7,43.0,42.6,62.6,81.9,6.41,Wheat,5261.4
2024,Kerala,Kerala_D122,837.8,26.32,35.2,49.5,14.0,50.4,6.19,Wheat,4313.1
2024,Madhya Pradesh,Madhya_D63,688.4,27.81,61.6,40.5,33.1,13.1,5.99,Maize,
2023,Madhya Pradesh,Madhya_D65,,21.47,75.5,58.8,13.1,4.9,6.71,Oilseeds,3144.1
2020,West Bengal,West_D96,890.0,30.71,90.3,109.4,60.4,23.0,5.66,Maize,4703.7
2021,Tamil Nadu,Tamil_D87,641.0,29.81,72.0,87.1,43.4,59.0,4.91,Jute,3089.8
2024,Gujarat,Gujarat_D124,665.7,27.75,65.0,36.2,54.6,,7.15,Jute,3340.4
2024,Uttar Pradesh,Uttar_D103,828.2,27.76,70.1,106.8,0.0,39.3,7.46,Groundnut,3164.6
2024,Kerala,Kerala_D77,1321.8,32.69,81.6,134.8,34.4,46.1,6.88,Rice,3762.9
2024,Kerala,Kerala_D11,1072.7,24.07,52.5,65.5,8.8,66.6,7.03,Pulses,2949.1
2023,Andhra Pradesh,Andhra_D60,566.6,25.57,84.8,73.5,29.9,,6.76,Sugarcane,74275.9
2020,Kerala,Kerala_D130,1633.9,27.25,42.1,62.1,0.0,0.0,6.36,Jute,3612.1
2024,Assam,Assam_D28,,24.68,66.3,38.4,10.6,105.2,5.64,Millets,3016.4
2021,Chhattisgarh,Chhattisgarh_D108,605.1,26.49,68.5,0.0,9.6,71.1,5.41,Maize,4054.6
2021,Telangana,Telangana_D110,1366.8,20.7,48.6,65.9,0.0,62.3,7.29,Groundnut,
2022,Tamil Nadu,Tamil_D69,1499.0,25.48,70.5,210.8,20.2,88.9,5.36,Pulses,3131.5
2024,Uttar Pradesh,Uttar_D148,1041.4,26.52,,67.0,51.1,63.1,5.41,Sugarcane,
2024,Assam,Assam_D103,383.8,,73.6,27.3,34.7,25.1,5.55,Sugarcane,73334.0
2024,Kerala,Kerala_D8,938.8,32.18,74.3,108.3,10.4,91.8,5.94,Groundnut,3265.0
2024,Jharkhand,Jharkhand_D42,353.2,28.75,75.6,71.4,27.1,0.0,5.55,Millets,2965.1
